ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Guthrie,Hist-Groups,G-code,L-code,Language,missing,orig-Longitude,orig-Latitude
D_Le1,D_Le1,,-3.39007,28.2621,lega1250,,D,East-Central,D25,D-Le1,Lega,0,-2.7,27.3
D_Reg,D_Reg,,,,,,D,East-Central,D25,D-Reg,Rega,0,-2.6,27.35
D_Zim,D_Zim,,-4.013,26.6083,zimb1251,,D,East-Central,D26,D-Zim,Zimba,0,-4.3,26.6
D_Hol,D_Hol,,-5.37545,28.3274,holo1240,,D,East-Central,D28,D-Hol,Holoholo,1,-5.9,29.2
D_Tum,D_Tum,,,,,,D,East-Central,D28b,D-Tum,Tumbwe,5,-6,28.8
D_Bi1,D_Bi1,,1.50054,30.0293,bera1259,,D,Boan-Lebonya,D32,D-Bi1,Bira,0,1.6,30.2
D_Ny1,D_Ny1,,1.92098,30.0201,nyal1250,,D,Boan-Lebonya,D33,D-Ny1,Nyali,0,2,27.9
D_Bod,D_Bod,,6.0,26.0,bodo1272,,D,Boan-Lebonya,D35,D-Bod,Bodo,0,2.2,27.9
D_Kum,D_Kum,,-0.76333,26.7144,komo1260,,D,Boan-Lebonya,D37,D-Kum,Kumu,0,-0.5,27
D_Nyg,D_Nyg,,-1.29357,28.31546,nyan1304,,D,Boan-Lebonya,D43,D-Nyg,Nyanga,0,-1.4,28
D_Buy,D_Buy,,-5.41806,28.5545,buyu1239,,D,East-Great Lakes,D55,D-Buy,Buyu,17,-4.5,28.3
E_Log,E_Log,,0.09487,34.729,logo1258,,E,East-Great Lakes,E41,E-Log,Logoli,3,0.1,34.9
E_Gik,E_Gik,,-0.29005,36.719,kiku1240,,E,East-Kilimanjaro,E51,E-Gik,Gikuyu,0,-0.5,36.7
E_Tha,E_Tha,,-0.13221,38.073,thar1283,,E,East-Kilimanjaro,E54,E-Tha,Tharaka,0,-0.2,38.2
E_Kam,E_Kam,,-1.60827,37.9532,kamb1297,,E,East-Kilimanjaro,E55,E-Kam,Kamba,6,-1.4,38
E_Cha,E_Cha,,,,chag1250,,E,East-Kilimanjaro,E62b,E-Cha,Chaga,2,-3.2,37.3
E_Po1,E_Po1,,-2.31587,40.2897,poko1261,,E,East-Coastal,E71,E-Po1,Pokomo,10,-1.4,39.9
E_Gi1,E_Gi1,,-3.30638,39.6648,giry1241,,E,East-Coastal,E72a,E-Gi1,Giryama,0,-3.2,39.4
E_Cho,E_Cho,,-6.518,38.672,chon1287,,E,East-Coastal,E72c,E-Cho,Choni,9,-3.8,39.8
E_Rab,E_Rab,,,,raba1248,,E,East-Coastal,E72e,E-Rab,Rabai,10,-3.3,39.8
E_Di1,E_Di1,,-4.62101,39.1752,digo1243,,E,East-Coastal,E73,E-Di1,Digo,9,-4.3,39.2
E_Seg,E_Seg,,-5.00659,39.12249,sege1246,,E,East-Coastal,E73,E-Seg,Segeju,11,-4.8,39.2
E_Daw,E_Daw,,-3.79347,38.57254,tait1250,,E,East-Coastal,E74a,E-Daw,Dawida,10,-3.1,38
E_Sag,E_Sag,,-6.98537,36.9153,saga1256,,E,East-Coastal,E74b,E-Sag,Sagala,11,-6.9,36.3
F_Suk,F_Suk,,-3.16082,32.8765,suku1261,,F,East-Coastal,F21,F-Suk,Sukuma,18,-3,33
F_Nya,F_Nya,,-5.08559,32.94452,nyam1276,,F,East-Coastal,F22,F-Nya,Nyamwezi,0,-4.3,33.2
F_Sum,F_Sum,,-3.47335,31.9457,sumb1240,,F,East-Coastal,F23,F-Sum,Sumbwa,0,-3.9,32.8
F_Nyi,F_Nyi,,-4.50002,34.3068,nila1242,,F,East-Coastal,F31,F-Nyi,Nyiramba,10,-5,34.7
G_Gog,G_Gog,,-6.35951,35.4807,gogo1263,,G,East-Coastal,G11,G-Gog,Gogo,10,-6.3,35.7
G_Kag,G_Kag,,-6.38204,37.0534,kagu1239,,G,East-Coastal,G12,G-Kag,Kaguru,10,-6.3,37
G_Tav,G_Tav,,-3.41822,37.7061,tave1240,,G,East-Coastal,G21,G-Tav,Taveta,12,-3.4,37.8
G_Cas,G_Cas,,-4.17978,37.8323,asut1235,,G,East-Coastal,G22,G-Cas,Casu,6,-4.2,37.8
G_Par,G_Par,,,,,,G,East-Coastal,G22,G-Par,Pare,1,-4.5,38
G_Sha,G_Sha,,-4.8,38.29,sham1280,,G,East-Coastal,G23,G-Sha,Shambala,9,-4.9,38.3
G_Bon,G_Bon,,-5.10749,38.5079,bond1247,,G,East-Coastal,G24,G-Bon,Bondei,9,-5.3,38.8
G_Zig,G_Zig,,-5.61864,38.41138,zigu1244,,G,East-Coastal,G31,G-Zig,Zigula,9,-5.4,38
G_Ngw,G_Ngw,,-6.50666,38.4449,kwer1261,,G,East-Coastal,G32,G-Ngw,Ngwele,10,-6.4,38.3
G_Doe,G_Doe,,-6.25844,38.4902,doee1238,,G,East-Coastal,G33,G-Doe,Doe,9,-6.3,38.6
G_Zar,G_Zar,,-6.87705,38.9258,zara1247,,G,East-Coastal,G33,G-Zar,Zaramo,10,-7,39
G_Ngu,G_Ngu,,-5.79734,37.6823,ngul1246,,G,East-Coastal,G34,G-Ngu,Ngulu,9,-6.2,37.5
G_Lug,G_Lug,,-6.86828,37.5557,lugu1238,,G,East-Coastal,G35,G-Lug,Luguru,10,-6.9,37.7
G_Kam,G_Kam,,-6.71075,37.98,kami1256,,G,East-Coastal,G36,G-Kam,Kami,11,-7.4,39.1
G_Kut,G_Kut,,-7.23789,37.8623,kutu1263,,G,East-Coastal,G37,G-Kut,Kutu,10,-7.5,37.5
G_Elw,G_Elw,,-0.66322,39.793,ilwa1237,,G,East-Coastal,G40,G-Elw,Elwana,10,-1.1,40.1
G_Had,G_Had,,,,,,G,East-Coastal,G40,G-Had,Hadimu,10,-6.3,39.5
G_Mii,G_Mii,,1.111787,44.026991,chim1312,,G,East-Coastal,G40,G-Mii,Miini,0,1.2,44
G_Pem,G_Pem,,,,pemb1239,,G,East-Coastal,G40,G-Pem,Pemba,10,-5.2,39.3
G_Vum,G_Vum,,,,,,G,East-Coastal,G40,G-Vum,Vumba,12,-4.6,39.4
G_Tik,G_Tik,,,,baju1245,,G,East-Coastal,G41,G-Tik,Tikuu,10,-2,40.9
G_Sw1,G_Sw1,,-8.25605,37.624,swah1253,,G,East-Coastal,G42,G-Sw1,Swahili,0,-6.8,39.3
G_Nga,G_Nga,,-11.6129,43.36,ngaz1238,,G,East-Coastal,G44a,G-Nga,Ngazija,4,-11.5,43.5
G_Mao,G_Mao,,-12.830306,45.154942,maor1244,,G,East-Coastal,G44b,G-Mao,Maore,1,-12.8,44.2
G_Nju,G_Nju,,-12.2123,44.3709,ndzw1235,,G,East-Coastal,G44b,G-Nju,Njuani,10,-12.1,44.3
G_Mwl,G_Mwl,,-12.3164,43.741,mwal1237,,G,East-Coastal,G44c,G-Mwl,Mwali,0,-12.2,40.5
G_Kin,G_Kin,,-9.35868,34.2321,nucl1379,,G,East-Coastal,G65,G-Kin,Kinga,1,-9,34
H_Be2,H_Be2,,-3.95895,14.1,beem1239,,H,West-Coastal,H11a,H-Be2,Bembe,0,-3.9,13.55
H_Vi1,H_Vi1,,-4.06716,11.3804,vili1238,,H,West-Coastal,H12,H-Vi1,Vili,3,-4.6,12.7
H_Su3,H_Su3,,-4.58488,13.3212,suun1239,,H,West-Coastal,H12b,H-Su3,Suundi,1,-6.3,18.1
H_Yo1,H_Yo1,,-5.1263,12.9657,yomb1244,,H,West-Coastal,H12b,H-Yo1,Yombe,0,-5,13
H_Yo2,H_Yo2,,-5.1263,12.9657,yomb1244,,H,West-Coastal,H12B,H-Yo2,Yombe,1,-4.1,12.9
H_Kun,H_Kun,,-3.69702,12.5197,kuny1238,,H,West-Coastal,H13a,H-Kun,Kunyi,0,-4.1,13.05
H_Su4,H_Su4,,-4.58488,13.3212,suun1239,,H,West-Coastal,H13b,H-Su4,Suundi,0,-4.3,12.9
H_Snd,H_Snd,,-6.32223,18.3555,sond1250,,H,West-Coastal,H16,H-Snd,Sonde,8,-6.1,18.2
H_Man,H_Man,,,,,,H,West-Coastal,H16B,H-Man,Manyanga,1,-5.2,14
H_Mbo,H_Mbo,,,,,,H,West-Coastal,H16b,H-Mbo,Mboma,2,-5.7,14
H_Laa,H_Laa,,-4.25,14.9,laar1238,,H,West-Coastal,H16f,H-Laa,Laadi,4,-4.3,15
H_Lar,H_Lar,,-4.25,14.9,laar1238,,H,West-Coastal,H16f,H-Lar,Lari,2,-4.2,14.8
H_Nta,H_Nta,,-5.57722,14.4771,koon1244,,H,West-Coastal,H16g,H-Nta,Ntandu,0,-5,15.2
H_Sik,H_Sik,,-5.7114,12.5372,sans1272,,H,West-Coastal,H16h,H-Sik,Sikongo,0,-6.2,14.2
H_Su5,H_Su5,,-4.58488,13.3212,suun1239,,H,West-Coastal,H16i,H-Su5,Suundi,1,-4.8,14.7
H_Han,H_Han,,,,ghaa1238,,H,West-Coastal,H16j,H-Han,Hangala,0,-4.3,14.3
H_Zoo,H_Zoo,,-5.57722,14.4771,koon1244,,H,West-Coastal,H16k,H-Zoo,Zoombo,1,-6.7,15.1
H_Kam,H_Kam,,-4.0409,13.284,kaam1238,,H,West-Coastal,H17b,H-Kam,Kamba,4,-4.15,13.5
H_Kim,H_Kim,,-8.97835,14.8893,kimb1241,,H,West-Coastal,H21,H-Kim,Kimbundu,0,-8.75,15.51
H_Sng,H_Sng,,-10.5166,16.7348,nson1238,,H,West-Coastal,H24,H-Sng,Songo,6,-4.5,18.2
H_Ya1,H_Ya1,,-5.984,16.775,yaka1269,,H,West-Coastal,H31,H-Ya1,Yaka,0,-4.9,17.15
H_Suk,H_Suk,,-5.76495,17.7736,suku1259,,H,West-Coastal,H32,H-Suk,Suku,1,-5.3,17.6
H_Hu1,H_Hu1,,-3.69695,18.4312,hung1278,,H,West-Coastal,H33,H-Hu1,Hungana,1,-4.5,18.5
J_Reg,J_Reg,,-1.83511,33.0488,kara1481,,J,East-Great Lakes,J00,J-Reg,Regi,4,-1.9,33.1
J_Yaa,J_Yaa,,-5.984,16.775,yaka1269,,J,East-Great Lakes,J00,J-Yaa,Yaaka,0,-1.8,29.3
J_Nyo,J_Nyo,,0.95294,31.3493,nyor1246,,J,East-Great Lakes,J11,J-Nyo,Nyoro,0,1.1,30
J_Him,J_Him,,,,,,J,East-Great Lakes,J13,J-Him,Hima,0,-0.6,30.5
J_Gan,J_Gan,,0.66884,32.15153,gand1255,,J,East-Great Lakes,J15,J-Gan,Ganda,1,0.5,33.7
J_Sog,J_Sog,,0.40456,33.3942,soga1242,,J,East-Great Lakes,J16,J-Sog,Soga,3,0.6,33.9
J_Gwe,J_Gwe,,1.11392,33.8227,gwer1238,,J,East-Great Lakes,J17,J-Gwe,Gwere,6,1.2,34
J_Tal,J_Tal,,0.676185,29.9494,tali1258,,J,East-Great Lakes,J21,J-Tal,Talinga,4,0.7,29.8
J_Hay,J_Hay,,-1.70878,31.4846,haya1250,,J,East-Great Lakes,J22,J-Hay,Haya,6,-1.8,31.4
J_Zib,J_Zib,,,,,,J,East-Great Lakes,J22,J-Zib,Ziba,3,-1.1,31.4
J_Zin,J_Zin,,-2.64132,32.1755,zinz1238,,J,East-Great Lakes,J23,J-Zin,Zinza,3,-2.7,31.4
J_Ker,J_Ker,,-2.09315,33.5326,kere1283,,J,East-Great Lakes,J24,J-Ker,Kerebe,5,-2.1,33.5
J_Jit,J_Jit,,-1.62681,33.9141,jita1239,,J,East-Great Lakes,J25,J-Jit,Jita,4,-1.8,33
J_Kwa,J_Kwa,,-1.80737,33.71,kway1241,,J,East-Great Lakes,J25,J-Kwa,Kwaya,4,-1.8,33.5
J_Kis,J_Kis,,0.1529,34.5708,kisa1263,,J,East-Great Lakes,J30,J-Kis,Kisa,17,0.3,34.8
J_Mar,J_Mar,,,,,,J,East-Great Lakes,J30,J-Mar,Maraba,12,0.25,34.5
J_Buk,J_Buk,,0.68043,34.7719,buku1249,,J,East-Great Lakes,J31c,J-Buk,Bukusu,5,0.6,34.7
J_Isu,J_Isu,,0.21557,34.817,idak1243,,J,East-Great Lakes,J32,J-Isu,Isuka,6,0.3,34.8
J_Sam,J_Sam,,0.3652,34.0335,saam1283,,J,East-Great Lakes,J34,J-Sam,Samia,6,0.3,34.1
J_Nan,J_Nan,,-0.24904,29.0243,nand1264,,J,East-Great Lakes,J42,J-Nan,Nande,0,0.2,29.2
J_Shu,J_Shu,,,,,,J,East-Great Lakes,J42,J-Shu,Shu,0,0.15,29.4
J_Swa,J_Swa,,,,,,J,East-Great Lakes,J42,J-Swa,Swaga,2,0,29
J_Yir,J_Yir,,,,,,J,East-Great Lakes,J42,J-Yir,Yira,0,0.1,29.3
J_Hun,J_Hun,,-1.46762,28.9308,hund1239,,J,East-Great Lakes,J51,J-Hun,Hunde,12,-1.5,28.5
J_Hav,J_Hav,,-1.99975,28.8624,havu1238,,J,East-Great Lakes,J52,J-Hav,Havu,1,-2.1,29.1
J_Shi,J_Shi,,-2.55777,28.6122,shii1238,,J,East-Great Lakes,J53,J-Shi,Shi,1,-2.5,28.8
J_Ful,J_Ful,,-3.04022,28.9865,fuli1240,,J,East-Great Lakes,J54,J-Ful,Fuliru,1,-3.1,29
J_Vir,J_Vir,,,,,,J,East-Great Lakes,J55,J-Vir,Vira,1,-3.4,29.1
J_Tem,J_Tem,,-1.91863,28.5778,temb1270,,J,East-Great Lakes,J57,J-Tem,Tembo,0,-1.7,28
J_Kig,J_Kig,,,,,,J,East-Great Lakes,J61,J-Kig,Kigoyi,3,-1.7,29.3
J_Nig,J_Nig,,,,,,J,East-Great Lakes,J61,J-Nig,Nigi,4,-1.4,29.6
J_Rer,J_Rer,,,,,,J,East-Great Lakes,J61,J-Rer,Rera,0,-1.7,29.6
J_Rwa,J_Rwa,,,,,,J,East-Great Lakes,J61,J-Rwa,Rwanda,0,-2,30
J_Run,J_Run,,-2.94,29.97,rund1242,,J,East-Great Lakes,J62,J-Run,Rundi,0,-3,30
J_Vin,J_Vin,,-4.99312,30.5699,vinz1238,,J,East-Great Lakes,J67,J-Vin,Vinza,4,-5.2,31
K_Hol,K_Hol,,-8.14754,17.572,holu1245,,K,West-Southwest,K01,K-Hol,Holu,5,-7.7,17.5
K_Cio,K_Cio,,-9.66082,21.3992,chok1245,,K,West-Southwest,K11,K-Cio,Ciokwe,0,-9,20
K_Luv,K_Luv,,-13.5382,22.2924,luva1239,,K,West-Southwest,K14,K-Luv,Luvale,0,-13.1,22.1
K_Lwe,K_Lwe,,-13.5382,22.2924,luva1239,,K,West-Southwest,K14,K-Lwe,Lwena,0,-12.4,22.4
K_Mbu,K_Mbu,,-14.603,21.9768,mbun1249,,K,West-Southwest,K15,K-Mbu,Mbunda,0,-11.8,19.9
K_Gan,K_Gan,,,,,,K,West-Southwest,K19,K-Gan,Gangela,1,-14.1,21.4
K_Sal,K_Sal,,-5.44937,23.1502,sala1268,,K,West-Southwest,K21,K-Sal,Salampasu,2,-7.5,22.5
K_Nde,K_Nde,,,,,,K,West-Southwest,K22,K-Nde,Ndembu,5,-10.7,22.4
K_Lun,K_Lun,,-11.1793,23.8662,lund1266,,K,West-Southwest,K23,K-Lun,Lunda,1,-12,24.2
K_Ruu,K_Ruu,,-8.86971,21.4164,ruun1238,,K,West-Southwest,K23,K-Ruu,Ruund,9,-8.6,23
K_Luy,K_Luy,,-15.01,22.67,luya1241,,K,West-Southwest,K31,K-Luy,Luyi,1,-16.2,22
K_Kwa,K_Kwa,,-17.9026,19.256,kwan1273,,K,West-Southwest,K33,K-Kwa,Kwangali,0,-17.9,19.7
K_Dci,K_Dci,,-18.1681,20.6678,diri1252,,K,West-Southwest,K39,K-Dci,Dciriku,0,-17.9,20.8
K_Mb4,K_Mb4,,-5.11888,18.041,mbal1257,,K,West-Southwest,K51B,K-Mb4,Mbala,0,-4.5,17.9
K_Phe,K_Phe,,-5.64735,19.8275,phen1239,,K,West-Southwest,K52,K-Phe,Pheende,0,-6,19
K_Kwe,K_Kwe,,-5.60445,18.5759,kwes1244,,K,West-Southwest,K53,K-Kwe,Kwezo,1,-5.6,18.4
L_Bwi,L_Bwi,,-8.3041,29.4071,bwil1245,,L,East-Central,L00,L-Bwi,Bwile,7,-8,29
L_Keb,L_Keb,,,,,,L,East-Central,L00,L-Keb,Kebwe,4,-6.5,26.7
L_Yaz,L_Yaz,,-7.77459,27.5913,hemb1242,,L,East-Central,L00,L-Yaz,Yazi,5,-5.3,26.8
L_Kei,L_Kei,,-7.15104,22.9027,kete1252,,L,East-Central,L21,L-Kei,Kete-I,3,-7.6,23.1
L_Mba,L_Mba,,,,,,L,West-Southwest,L22a,L-Mba,Mbagani,0,-6.7,21.7
L_Lw1,L_Lw1,,-7.16388,22.1097,lwal1238,,L,West-Southwest,L22b,L-Lw1,Lwalwa,2,-7.2,21.8
L_Son,L_Son,,-5.71993,25.2765,song1303,,L,East-Central,L23,L-Son,Songye,1,-6.15,24.4
L_Ba2,L_Ba2,,-4.31464,27.2438,bang1350,,L,East-Central,L27a,L-Ba2,Bangubangu,4,-4.6,26.8
L_LuK,L_LuK,,-5.72717,22.4422,luba1249,,L,East-Central,L31,L-LuK,Luba-Ks,2,-6.5,23.5
L_Kan,L_Kan,,-7.31878,23.613,kany1247,,L,East-Central,L32,L-Kan,Kanyok,2,-7.1,23.4
L_LuS,L_LuS,,-8.2816,25.8918,luba1250,,L,East-Central,L33,L-LuS,Luba-Sh,1,-7.8,27
L_He1,L_He1,,-7.77459,27.5913,hemb1242,,L,East-Central,L34,L-He1,Hemba,0,-5.7,26.7
L_He2,L_He2,,-7.77459,27.5913,hemb1242,,L,East-Central,L34,L-He2,Hemba-m,1,-5.5,26.8
L_San,L_San,,-10.0236,26.8462,sang1331,,L,East-Central,L35,L-San,Sanga,0,-9.6,26.8
L_Kao,L_Kao,,-12.4129,25.7646,kaon1241,,L,East-Central,L41,L-Kao,Kaonde,1,-12.2,26.8
L_Nko,L_Nko,,-14.8513,24.7649,nkoy1244,,L,East-Central,L62,L-Nko,Nkoya,1,-14.8,24.8
M_Mam,M_Mam,,-8.86817,31.2269,mamb1296,,M,East-Central,M15,M-Mam,Mambwe,2,-9.2,31.8
M_Kon,M_Kon,,-10.9906,39.5133,mako1251,,M,East-Coastal,M31,M-Kon,Konde,0,-8.95,33.55
M_Ny1,M_Ny1,,-9.71018,33.7763,nyak1260,,M,East-Coastal,M31,M-Ny1,Nyakyusa,0,-9.7,33.9
M_Tem,M_Tem,,,,,,M,East-Central,M40,M-Tem,Temba,1,-11.1,27.3
M_Ta1,M_Ta1,,,,shil1264,,M,East-Central,M41,M-Ta1,Taabwa,0,-7.8,30
M_Bem,M_Bem,,-10.6122,29.2993,bemb1257,,M,East-Central,M42,M-Bem,Bemba,1,-12.6,28.2
M_Aus,M_Aus,,-11.6295,29.0168,aush1241,,M,East-Central,M43,M-Aus,Aushi,1,-11.2,26.8
M_Ngu,M_Ngu,,,,,,M,East-Central,M50,M-Ngu,Ngumbo,0,-10.8,29.7
M_Lal,M_Lal,,-12.945,30.2297,lala1264,,M,East-Central,M52,M-Lal,Lala,0,-13.3,30.2
M_Lam,M_Lam,,-12.3366,27.9026,lamb1271,,M,East-Central,M54,M-Lam,Lamba,0,-12.9,28.6
M_Len,M_Len,,-14.7192,28.2581,lenj1248,,M,East-Central,M61,M-Len,Lenje,0,-15,27.5
M_Sol,M_Sol,,-15.5213,28.7934,soli1239,,M,East-Central,M62,M-Sol,Soli,1,-15.4,28.3
M_To2,M_To2,,-17.422325,27.103495,tong1318,,M,East-Central,M64a,M-To2,Tonga,0,-16.8,27.2
N_Mpo,N_Mpo,,-11.13767,34.71269,mpot1240,,N,East-Coastal,N14,N-Mpo,Mpoto,2,-10.7,35.6
N_Tu2,N_Tu2,,-11.3297,33.3738,tumb1250,,N,East-Coastal,N21a,N-Tu2,Tumbuka,1,-11.6,33.6
N_Suk,N_Suk,,,,,,N,East-Coastal,N25,N-Suk,Sukwa,0,-9.6,33.2
N_Lam,N_Lam,,-9.49372,33.15852,lamb1272,,N,East-Coastal,N26,N-Lam,Lambya,0,-9.7,33.6
N_Nys,N_Nys,,-11.3304,34.8959,mwer1247,,N,East-Coastal,N31,N-Nys,Nyasa,7,-11.2,35.8
N_Nyj,N_Nyj,,-14.8047,32.8108,nyan1308,,N,East-Coastal,N31a,N-Nyj,Nyanja,0,-12,33.5
N_Cew,N_Cew,,,,,,N,East-Coastal,N31b,N-Cew,Cewa,1,-14,33.8
N_Sng,N_Sng,,-15.3946,31.3544,nsen1242,,N,East-Coastal,N41,N-Sng,Senga,0,-11.3,32.9
N_Kun,N_Kun,,-15.7337,30.2804,kund1255,,N,East-Coastal,N42,N-Kun,Kunda,0,-15.5,30
N_Sen,N_Sen,,-19.7933,34.9829,nucl1396,,N,East-Coastal,N44,N-Sen,Sena,2,-17,35.2
P_Ya1,P_Ya1,,-13.6119,35.2387,yaoo1241,,P,East-Coastal,P21,P-Ya1,Yao,0,-15.7,35.5
P_Ma4,P_Ma4,,-14.8509,38.8052,makh1264,,P,East-Southeast,P31c,P-Ma4,Makua,0,-14,39.5
P_Lom,P_Lom,,-16.0381,37.2437,lomw1241,,P,East-Southeast,P32,P-Lom,Lomwe,0,-16.5,36.5
R_Um1,R_Um1,,-12.4763,14.4148,umbu1257,,R,West-Southwest,R11,R-Um1,Umbundu,0,-11.3,16.2
R_Nku,R_Nku,,,,,,R,West-Southwest,R14,R-Nku,Nkumbi,13,-16.5,14.6
R_Kwa,R_Kwa,,-17.7176,16.58,kuan1247,,R,West-Southwest,R21,R-Kwa,Kwanyama,0,-17,16.8
R_Ndo,R_Ndo,,-17.22,17.35,ndon1254,,R,West-Southwest,R22,R-Ndo,Ndonga,0,-18,16.8
R_Her,R_Her,,-21.0231,20.5655,here1253,,R,West-Southwest,R31,R-Her,Herero,0,-17,12
S_Mba,S_Mba,,,,,,S,East-South,S00,S-Mba,Mbalangwe,0,-17.8,23
S_Sho,S_Sho,,-17.20849,29.75725,shon1251,,S,East-South,S10,S-Sho,Shona,0,-19,30
S_Kor,S_Kor,,,,kore1281,,S,East-South,S11,S-Kor,Korekore,4,-17,30
S_Zez,S_Zez,,,,zezu1238,,S,East-South,S12,S-Zez,Zezuru,0,-17.8,31.1
S_Man,S_Man,,-18.1927,32.8052,many1258,,S,East-South,S13,S-Man,Manyika,0,-18.5,31.1
S_Kar,S_Kar,,,,kara1480,,S,East-South,S14,S-Kar,Karanga,0,-20.1,30.8
S_Nda,S_Nda,,-20.1239,33.1739,ndau1241,,S,East-South,S15,S-Nda,Ndau,0,-19.8,34.8
S_Kal,S_Kal,,-21.2887,27.401,kala1384,,S,East-South,S16,S-Kal,Kalanga,1,-20.45,27.8
S_Ven,S_Ven,,-22.188,29.9523,vend1245,,S,East-South,S21,S-Ven,Venda,1,-22.2,30
S_Twn,S_Twn,,-24.368,24.7587,tswa1253,,S,East-South,S31,S-Twn,Tswana,0,-25.5,25.9
S_Kha,S_Kha,,-24.9208,22.72016,kgal1244,,S,East-South,S31d,S-Kha,Khalaxadi,4,-13.7,22
S_Sot,S_Sot,,-28.78,27.89,sout2807,,S,East-South,S32,S-Sot,Sotho-N,0,-30,28
S_Loz,S_Loz,,-17.7052,24.7398,lozi1239,,S,East-South,S34,S-Loz,Lozi,0,-17.9,26
S_Xho,S_Xho,,-31.0389,28.0769,xhos1239,,S,East-South,S41,S-Xho,Xhosa,0,-32,27
S_Zul,S_Zul,,-28.9,30.2,zulu1248,,S,East-South,S42,S-Zul,Zulu,0,-28,32
S_Swa,S_Swa,,-26.0,31.5,swat1243,,S,East-South,S43,S-Swa,Swati,0,-26.5,31.5
S_Nde,S_Nde,,-20.2513,27.4096,nort2795,,S,East-South,S44,S-Nde,Ndebele,0,-19.5,29
S_Ngo,S_Ngo,,-11.7794,37.4118,ngon1269,,S,East-South,S45,S-Ngo,Ngoni,3,-11.65,33.65
S_Tsw,S_Tsw,,-22.9891,32.4287,tswa1255,,S,East-South,S51,S-Tsw,Tswa,6,-23.8,35
S_Nku,S_Nku,,,,,,S,East-South,S52,S-Nku,Nkuna,6,-24.1,30.3
S_Tso,S_Tso,,-23.5754,31.8105,tson1249,,S,East-South,S53,S-Tso,Tsonga,0,-23,33.5
S_Ron,S_Ron,,-26.7329,32.6167,rong1268,,S,East-South,S54,S-Ron,Ronga,6,-26,33
S_Kon,S_Kon,,,,kond1296,,S,East-South,S54a,S-Kon,Konde,6,-27,32.6
S_Lul,S_Lul,,,,lule1255,,S,East-South,S54b,S-Lul,Luleke,9,-22.4,31.2
Eja,Eja,,5.54442,8.90959,ejag1239,,0,Bantoid,800,Eja,Ejagham,0,5.5,9.2
